lat,lng
40.251492,-75.6033497
40.2319898,-75.2518915
40.0972222,-75.3761952
40.143325700000005,-75.42281899999999
40.1532684,-75.18955759999999
40.0812601,-75.13702540000001
40.2212266,-75.2887369
40.0667184,-75.307176
40.0249667,-75.2829046
40.251523,-75.329557
40.1653934,-75.2829046
40.1568468,-75.10199420000001
40.150710700000005,-75.0552739
40.2414952,-75.28378620000001
40.1198332,-75.1253492
40.2290075,-75.38785250000001
40.2394356,-75.2362381
40.1545535,-75.22156509999999
40.1793752,-75.2362381
40.1385244,-75.50325059999999
40.1723141,-75.4927278
40.1784422,-75.1285061
40.1207169,-75.0748772
40.119254600000005,-75.2362381
40.1017766,-75.25378
40.151774100000004,-75.3365695
40.2254016,-75.4469886
40.1087245,-75.1927332
40.222882,-75.39878890000001
40.2859406,-75.6382657
40.304790000000004,-75.3638279
40.0698321,-75.31629509999999
40.1640959,-75.1549526
40.166514500000005,-75.4721505
40.324992,-75.3281748
40.1503559,-75.34125999999999
40.3400721,-75.59170920000001
40.1256093,-75.1654547
40.1082672,-75.30623259999999
40.252213700000006,-75.2522111
40.1741251,-75.12509490000001
40.2605317,-75.3995089
40.08182,-75.4043016
40.0711763,-75.1530171
40.0958096,-75.4508467
40.1026316,-75.27867309999999
40.0922359,-75.1621002
40.2417723,-75.500101
40.099676200000005,-75.2966532
40.1286835,-75.1110735
40.135048299999994,-75.1491608
40.053473700000005,-75.30697669999999
40.08732,-75.4050546
40.172670600000004,-75.402652
40.1648638,-75.41720129999999
40.1051084,-75.3451838
40.115248799999996,-75.34137890000001
40.0792766,-75.3015714
40.1004231,-75.20706440000001
40.128504,-75.1598808
40.279742999999996,-75.27707209999998
40.1354373,-75.3187132
40.172170799999996,-75.14114090000001
40.086566999999995,-75.166432
40.24537410000001,-75.6496302
40.183809000000004,-75.2338569
40.1295515,-75.3785172
40.0050917,-75.2183892
40.2337131,-75.4636031
40.2299058,-75.48478979999999
40.1324422,-75.2031093
40.1180645,-75.30710129999999
40.121497,-75.3399048
40.136972899999996,-75.4727228
40.1521886,-75.48051159999999
40.3754257,-75.5160235
40.1585225,-75.27635169999999
40.2574281,-75.21414909999999
40.0992653,-75.1757058
40.1213415,-75.13367679999999
40.341297600000004,-75.622074
40.197055999999996,-75.0817219
40.1257761,-75.2568064
40.348704600000005,-75.6315598
40.4064881,-75.50184770000001
40.1338583,-75.1244262
40.1602878,-75.09439240000002
40.2179846,-75.2444196
40.348132,-75.334199
40.275383399999996,-75.26259209999999
40.0883336,-75.26457679999999
40.1518195,-75.26659790000001
40.2269758,-75.4073479
40.171473,-75.12787309999999
40.0737021,-75.1309607
40.235612700000004,-75.2251278
40.1876155,-75.2266796
40.2724677,-75.4927278
40.09907570000001,-75.3521479
40.133207,-75.2805505
40.0985313,-75.3003538
40.1901039,-75.1238937
40.1387206,-75.3026328
40.1855727,-75.0954423
40.1742757,-75.10683879999999
40.0125442,-75.36210990000001
40.1822118,-75.3604632
40.0988044,-75.212824
40.2453742,-75.52128370000001
40.3728778,-75.4810131
40.3265629,-75.29441800000001
40.105383399999994,-75.3470323
40.1047239,-75.3520498
40.170868,-75.1270026
40.1562106,-75.1220043
40.1268942,-75.360835
40.1250215,-75.1211446
40.390932799999995,-75.4921248
40.201728100000004,-75.1227512
40.2735513,-75.16953409999999
40.258213,-75.2658057
40.089245899999995,-75.1049027
40.227431599999996,-75.62359509999999
40.1911266,-75.134934
40.0903246,-75.1291262
40.2190898,-75.4038738
40.1315396,-75.36926120000001
40.0105385,-75.25781190000001
40.0129145,-75.29303929999999
40.1246946,-75.36451640000001
40.033578000000006,-75.2670955
40.0692669,-75.33341259999999
40.1041852,-75.43994509999999
40.3102297,-75.5003267
40.2270006,-75.4533565
40.2232779,-75.20530720000001
40.0320513,-75.3031404
40.118269,-75.4478187
40.3072004,-75.358305
39.9940374,-75.2417959
40.1489852,-75.033499
40.3117706,-75.3251759
40.314536700000005,-75.35287790000001
40.1600044,-77.686813
40.1249557,-75.19673509999998
40.3847701,-75.4880931
40.165233,-75.0853202
40.309710700000004,-75.5101999
40.1759675,-75.0793581
40.1842688,-75.53796390000001
40.2422013,-75.3356069
40.2038335,-75.1263156
40.235408899999996,-75.2401008
40.253964,-75.208279
40.0897636,-75.4164365
40.10161179999999,-75.1940266
40.1542752,-75.31747990000001
40.320818599999996,-75.6111495
40.1607092,-75.1495402
40.0859176,-75.08870809999999
40.2576781,-75.2212002
40.088571,-75.25539520000001
40.0754825,-75.3855718
40.1223714,-75.0782679
40.176092499999996,-75.23698979999999
39.9786941,-75.2301442
40.0951086,-75.4058052
40.0330621,-75.333805
40.256543900000004,-75.35404670000001
40.07766779999999,-75.3712958
40.1514441,-75.42356740000001
39.9996585,-75.28547929999999
40.2083018,-75.2246659
40.09594379999999,-75.1251743
40.1450898,-75.1986934
40.2488883,-75.681899
40.1968779,-75.2675793
40.2525932,-75.2472932
40.2079505,-75.2247672
40.221724200000004,-75.3879897
40.12105510000001,-75.1855296
40.3506902,-75.43354620000001
40.219635499999995,-75.49491450000001
40.2678456,-75.40042690000001
40.0369008,-75.3558181
40.1297495,-75.3732788
40.242036600000006,-75.6512908
40.0907527,-75.1531588
40.1483375,-75.0977475
40.1732284,-75.1828277
39.995515399999995,-75.2884885
40.1369841,-75.4758552
40.3158253,-75.57979250000001
40.3730901,-75.4819167
40.2659446,-75.2771874
40.28678729999999,-75.361651
40.254149299999995,-75.3300278
40.1499988,-75.1706475
40.1131971,-75.2852063
40.235141,-75.2248474
40.0710106,-75.15272590000001
40.2228104,-75.3963189
40.2250435,-75.6607542
40.2224824,-75.30398459999999
40.303717299999995,-75.6369567
40.3531049,-75.5258807
40.1112176,-75.07644350000001
40.247796799999996,-75.236906
40.1108886,-75.3344587
40.0815421,-75.1443585
40.2835215,-75.4811757
40.1983023,-75.2431965
40.27918270000001,-75.2515887
40.081221899999996,-75.0896176
40.3838109,-75.49041590000002
40.3516165,-75.5855454
40.1624694,-75.3317435
39.9875196,-75.2776741
40.1690324,-75.1104584
40.0875677,-75.40555909999999
40.3664929,-75.44612559999999
40.1996835,-75.2882093
40.097159399999995,-75.1258269
40.1024996,-75.2783186
40.0774952,-75.3620325
40.30303789999999,-75.2598757
40.4118569,-75.50702530000001
40.3421255,-75.6151002
40.290775599999996,-75.4402993
40.2969258,-75.5878962
40.1754009,-75.5425503
40.0648978,-75.11716870000001
40.0854888,-75.1250203
39.9983225,-75.2606406
40.2690902,-75.3132642
40.3412385,-75.4773625
40.1323698,-75.2677188
40.119432399999994,-75.1664773
40.1098306,-75.2433906
40.135724700000004,-75.1600335
40.0272503,-75.2728639
40.126659100000005,-75.28368459999999
40.1319453,-75.2631426
40.1159732,-75.2149564
40.1771858,-75.4904029
40.1606201,-75.1782526
40.0741501,-75.26299159999999
40.174671999999994,-75.1245213
