lat,lng
40.3206872,-75.6110113
40.2474666,-75.659892
40.289764500000004,-75.26930820000001
40.140919700000005,-75.0935968
40.2523985,-75.3020022
40.208478799999995,-75.4898192
40.322387799999994,-75.6159969
40.3133925,-75.3394427
40.1150318,-75.1259828
40.3106761,-75.4307969
40.13072329999999,-75.0558127
40.0005586,-75.2426473
40.04296,-75.28339
40.111631,-75.12139599999999
40.3346937,-75.641898
40.131498799999996,-75.06739379999999
40.283244399999994,-75.5231343
40.2556874,-75.31977090000001
40.0836691,-75.2329247
40.08654179999999,-75.2335292
40.2569349,-75.2705657
40.2425614,-75.6496483
40.2419341,-75.667974
40.072374700000005,-75.35662959999999
40.264958299999996,-75.2940536
40.1697814,-75.2678131
40.2135545,-75.3296757
40.1068475,-75.30124040000001
40.3319018,-75.54402900000001
40.247757,-75.1671027
40.207001700000006,-75.5984583
39.9949804,-75.300133
40.26319779999999,-75.2957897
40.009713899999994,-75.2555052
40.08298129999999,-75.2063031
40.3127544,-75.434939
40.132635799999996,-75.3428526
40.2363777,-75.2750299
40.3260149,-75.320995
40.1139191,-75.0883542
40.1504383,-75.4420406
40.1371268,-75.1099188
40.2305908,-75.3930788
40.105587400000005,-75.36002540000001
40.29453529999999,-75.5792194
40.16255,-75.0675544
40.1458948,-75.3029068
40.290251700000006,-75.5311192
40.068832799999996,-75.1061146
40.17981270000001,-75.4405967
40.299124,-75.3086342
40.078245,-75.4797525
40.0084456,-75.26046
40.361593299999996,-75.5057014
40.2371671,-75.3483548
40.15544379999999,-75.2051293
40.185446999999996,-75.3168965
40.292524,-75.6032585
40.030372799999995,-75.3630235
40.0136039,-75.24935440000002
40.1921969,-75.1352771
40.119490500000005,-75.2467748
40.115473,-75.1366635
40.164414799999996,-75.3220585
40.2956005,-75.5186334
40.2658664,-75.2991339
40.263027,-75.4128941
40.3533511,-75.45724770000001
40.1339474,-75.30943909999999
40.253601399999994,-75.5247048
40.1585606,-75.1651454
40.2456041,-75.3940639
40.0139085,-75.3662691
40.102501399999994,-75.29134909999999
40.0800515,-75.40027020000001
40.1359787,-75.2614866
40.16701,-75.55631590000002
40.1356437,-75.3185122
40.2915138,-75.5772801
40.067477000000004,-75.25689990000001
40.2987355,-75.3928027
40.1341858,-75.35632779999999
40.132638899999996,-75.1256306
40.1956165,-75.2590536
40.442767100000005,-75.50327790000001
40.3271278,-75.55685059999999
40.0703546,-75.3409198
40.25612879999999,-75.30810600000001
40.3098484,-75.428851
40.3352536,-75.4061988
40.1210284,-75.06595229999999
40.2456799,-75.2265002
40.2695985,-75.3502213
40.3127054,-75.5573542
40.2178519,-75.29480649999999
40.0891436,-75.07112430000001
40.0774047,-75.36169559999999
40.131321,-75.1544604
40.1698304,-75.34473879999999
39.9987443,-75.27180140000002
40.220966499999996,-75.4531685
40.1378698,-75.3623592
40.2506985,-75.53509240000001
40.098794399999996,-75.4302839
40.3091487,-75.3564906
40.29826,-75.43994599999999
40.095529,-75.1148849
40.1842502,-75.09319520000001
40.076869200000004,-75.36773659999999
40.127828799999996,-75.12414759999999
40.2152182,-75.58311309999999
40.057122799999995,-75.33242320000001
40.156254100000005,-75.19257309999999
40.124428200000004,-75.3640484
40.085930100000006,-75.085686
40.0936744,-75.2800887
40.2372341,-75.4657393
40.0634097,-75.13938809999999
40.4213146,-75.4480407
40.085161799999995,-75.23451920000001
40.1361086,-75.053822
40.0985795,-75.15193020000001
40.2917183,-75.3022353
40.3935184,-75.5340556
40.00911729999999,-75.2703636
40.12289439999999,-75.194541
40.180465399999996,-75.1148084
40.24086810000001,-75.4541383
39.993126000000004,-75.2437375
40.08440529999999,-75.2086747
40.117763200000006,-75.37289109999999
40.3179423,-75.32915729999999
40.381226500000004,-75.48418000000001
40.011781899999995,-75.2543637
40.3356266,-75.40582140000001
40.139175099999996,-75.112544
40.275274700000004,-75.45684969999999
39.9705689,-75.30472270000001
40.059234000000004,-75.33930190000001
40.295809600000005,-75.5189517
40.039384600000005,-75.3206886
40.3207601,-75.6110877
40.1043407,-75.3476501
40.102416299999994,-75.3446071
39.9564971,-75.2480644
40.2647215,-75.3461247
40.083267299999996,-75.2378418
40.0515145,-75.3031772
39.9986237,-75.2350098
40.1776496,-75.2646635
40.2311751,-75.4654157
40.1564668,-75.0804317
40.1725195,-75.3139161
40.0860641,-75.28457320000001
40.418989,-75.55214659999999
40.2319462,-75.3955182
40.15552460000001,-75.1017692
40.1623114,-75.33144329999999
40.0006195,-75.2845157
40.2205357,-75.4046573
40.2001897,-75.4932179
40.277269,-75.31820400000001
40.353781500000004,-75.4816505
40.126762400000004,-75.3593631
40.1002351,-75.20488950000001
40.3262463,-75.4564598
40.205989200000005,-75.2244989
40.0828992,-75.09178890000001
40.0767665,-75.3850024
40.1371301,-75.1342031
40.1012075,-75.30523240000001
40.2407907,-75.4545074
40.2450467,-75.6607252
40.008311299999995,-75.2698245
40.16637070000001,-75.2386696
40.1355228,-75.0617652
40.0456024,-75.3236605
40.163761799999996,-75.1109767
40.2783811,-75.32130670000001
40.0732571,-75.0998688
40.3107909,-75.3363427
40.277234,-75.26038050000001
40.23426,-75.5499258
40.095694099999996,-75.4586816
40.2693813,-75.49347940000001
40.1417954,-75.07032059999999
40.286020799999996,-75.5647478
40.0599653,-75.3380125
40.125595700000005,-75.20949509999998
40.1390461,-75.1450176
40.16177329999999,-75.3798431
40.3169885,-75.32006700000001
40.1065488,-75.1758214
40.305681899999996,-75.36524449999999
40.2325375,-75.6169896
40.3174545,-75.3813171
40.1849684,-75.6004371
40.1766424,-75.176339
40.2454998,-75.2435395
40.4161449,-75.51197049999999
40.279067,-75.4937897
40.1023985,-75.29145770000001
40.1602422,-75.17862729999999
40.1023408,-75.07859870000001
40.101375299999994,-75.28276640000001
40.296048299999995,-75.4543483
40.09180070000001,-75.32028259999998
40.165951,-75.13377120000001
40.2225593,-75.4860688
40.053638799999995,-75.1514623
40.281032200000006,-75.66445859999999
40.0596554,-75.33887259999999
40.1342394,-75.0613772
